surface	gold_lemma	gold_asp	gold_ten	gold_mood	gold_gen	gold_num	gold_per	vtype	confidence	cpos	failure_type	n_predicted	pred_lemmas	file	line_no
कह	कह					P		unknown	none	VM	no_analysis	0		fullnews_id_2484344_date_28_5_2004.dat	106
लेकर	ले							unknown	none	VM	no_analysis	0		fullnews_id_2484344_date_28_5_2004.dat	110
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484344_date_28_5_2004.dat	114
लड़ना	लड							participle	low	VM	wrong_lemma	2	लड़|लड़न	fullnews_id_2484344_date_28_5_2004.dat	126
होगा	हो		future		M	S	3	participle	low	VM	wrong_lemma	1	होग	fullnews_id_2484344_date_28_5_2004.dat	136
हुआ	हो	perfective			M	S		unknown	none	VM	no_analysis	0		fullnews_id_2484344_date_28_5_2004.dat	145
की	कर	perfective			F	P	3	irregular	high	VM	wrong_features	1	कर	fullnews_id_2484344_date_28_5_2004.dat	161
आई	आ	perfective			F	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484344_date_28_5_2004.dat	172
हुआ	हो	perfective			M	S		unknown	none	VM	no_analysis	0		fullnews_id_2484344_date_28_5_2004.dat	183
कर	कर				M	S	1	unknown	none	VM	no_analysis	0		fullnews_id_2484344_date_28_5_2004.dat	194
कर	कर				M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484344_date_28_5_2004.dat	202
करेगा	कर		future		M	S	3	finite	medium	VM	wrong_features	2	कर|करेग	fullnews_id_2484344_date_28_5_2004.dat	212
करेंगे	कर		future			P	1	finite	medium	VM	wrong_features	2	कर|करेंग	fullnews_id_2484344_date_28_5_2004.dat	219
खोल	खोल				F	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484345_date_28_5_2004.dat	8
हुई	हो	perfective			F	S		participle	low	VM	wrong_lemma	1	हु	fullnews_id_2484345_date_28_5_2004.dat	14
पकड़ा	पकड	perfective			M	S		participle	low	VM	wrong_lemma	1	पकड़	fullnews_id_2484345_date_28_5_2004.dat	19
कर	कर							unknown	none	VM	no_analysis	0		fullnews_id_2484345_date_28_5_2004.dat	43
लौट	लौट				F	P		unknown	none	VM	no_analysis	0		fullnews_id_2484345_date_28_5_2004.dat	46
हुई	हो	perfective			F	S		participle	low	VM	wrong_lemma	1	हु	fullnews_id_2484345_date_28_5_2004.dat	51
बताई	बता	perfective			F	S	3	participle	low	VM	wrong_features	1	बता	fullnews_id_2484345_date_28_5_2004.dat	56
कर	कर				M	P	3	unknown	none	VM	no_analysis	0		fullnews_id_2484345_date_28_5_2004.dat	74
कर	कर					S		unknown	none	VM	no_analysis	0		fullnews_id_2484345_date_28_5_2004.dat	83
ले	ले							unknown	none	VM	no_analysis	0		fullnews_id_2484345_date_28_5_2004.dat	89
छीन	छीन					P		unknown	none	VM	no_analysis	0		fullnews_id_2484345_date_28_5_2004.dat	99
जाते	जा	imperfective			M	S		participle	low	VM	wrong_features	2	जा|जात	fullnews_id_2484345_date_28_5_2004.dat	102
मार	मार				M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484345_date_28_5_2004.dat	117
कर	कर				M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484345_date_28_5_2004.dat	124
हो	हो				F	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484345_date_28_5_2004.dat	136
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484345_date_28_5_2004.dat	142
हो	हो				M	P	3	unknown	none	VM	no_analysis	0		fullnews_id_2484345_date_28_5_2004.dat	148
करने	कर					S	3	participle	low	VM	wrong_features	2	कर|करन	fullnews_id_2484347_date_28_5_2004.dat	5
मंजे	मंझे	perfective			M	S	3	participle	low	VM	wrong_lemma	1	मंज	fullnews_id_2484347_date_28_5_2004.dat	10
आए	आ	perfective			M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484347_date_28_5_2004.dat	13
कर	कर					S		unknown	none	VM	no_analysis	0		fullnews_id_2484347_date_28_5_2004.dat	18
आए	आ	perfective			M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484347_date_28_5_2004.dat	28
लड़े	लड	perfective			M	P	3	participle	low	VM	wrong_lemma	1	लड़	fullnews_id_2484347_date_28_5_2004.dat	35
जीत	जीत					S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484347_date_28_5_2004.dat	58
रहे	रह	perfective			M	S	3	participle	low	VM	wrong_features	1	रह	fullnews_id_2484347_date_28_5_2004.dat	67
उखाड़	उखाड					S		unknown	none	VM	no_analysis	0		fullnews_id_2484347_date_28_5_2004.dat	87
हार	हार				M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484347_date_28_5_2004.dat	102
जीत	जीत					S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484347_date_28_5_2004.dat	116
कर	कर				M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484347_date_28_5_2004.dat	124
कहा	कह	perfective			M	S	3	participle	low	VM	wrong_features	1	कह	fullnews_id_2484349_date_28_5_2004.dat	2
NULL	null							unknown	none	VM	no_analysis	0		fullnews_id_2484349_date_28_5_2004.dat	8
हो	हो							unknown	none	VM	no_analysis	0		fullnews_id_2484349_date_28_5_2004.dat	15
की	कर	perfective			F	S	3	irregular	high	VM	wrong_features	1	कर	fullnews_id_2484349_date_28_5_2004.dat	22
देने	दे				F			participle	low	VM	wrong_features	2	दे|देन	fullnews_id_2484349_date_28_5_2004.dat	42
करेंगे	कर		future		M	P	3	finite	medium	VM	wrong_features	2	कर|करेंग	fullnews_id_2484349_date_28_5_2004.dat	55
जाना	जा				M	S	3	participle	low	VM	wrong_features	2	जा|जान	fullnews_id_2484349_date_28_5_2004.dat	63
हैं	है		present			P	3	unknown	none	VM	no_analysis	0		fullnews_id_2484349_date_28_5_2004.dat	78
मानते	मान	imperfective			M	S		participle	low	VM	wrong_features	2	मान|मानत	fullnews_id_2484349_date_28_5_2004.dat	85
रखते	रख	imperfective			M	S		participle	low	VM	wrong_features	2	रख|रखत	fullnews_id_2484349_date_28_5_2004.dat	99
रहे	रह			subjunctive	M	S		participle	low	VM	wrong_features	1	रह	fullnews_id_2484349_date_28_5_2004.dat	108
मिले	मिल			subjunctive	M	S		participle	low	VM	wrong_features	1	मिल	fullnews_id_2484349_date_28_5_2004.dat	111
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484349_date_28_5_2004.dat	115
पाने	पा					P		participle	low	VM	wrong_features	2	पा|पान	fullnews_id_2484349_date_28_5_2004.dat	119
किया	कर	perfective			M	S	3	irregular	high	VM	wrong_features	5	कर|की|के|कि|किय	fullnews_id_2484353_date_28_5_2004.dat	7
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484353_date_28_5_2004.dat	17
किया	कर	perfective			M	S	3	irregular	high	VM	wrong_features	5	कर|की|के|कि|किय	fullnews_id_2484353_date_28_5_2004.dat	29
जुड़ी	जुड	perfective			F	P		participle	low	VM	wrong_lemma	1	जुड़	fullnews_id_2484353_date_28_5_2004.dat	33
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484353_date_28_5_2004.dat	37
आती	आ	imperfective			F	P	3	participle	low	VM	wrong_lemma	1	आत	fullnews_id_2484353_date_28_5_2004.dat	46
हो	हो							unknown	none	VM	no_analysis	0		fullnews_id_2484353_date_28_5_2004.dat	51
की	कर	perfective			F	S	3	irregular	high	VM	wrong_features	1	कर	fullnews_id_2484353_date_28_5_2004.dat	62
बनाए	बना	perfective			M	P	3	participle	low	VM	wrong_features	1	बना	fullnews_id_2484353_date_28_5_2004.dat	68
किया	कर	perfective			M	S	3	irregular	high	VM	wrong_features	5	कर|की|के|कि|किय	fullnews_id_2484353_date_28_5_2004.dat	78
करके	कर							participle	low	VM	wrong_lemma	1	करक	fullnews_id_2484353_date_28_5_2004.dat	84
कराने	करा					P		participle	low	VM	wrong_features	2	करा|करान	fullnews_id_2484353_date_28_5_2004.dat	87
किया	कर	perfective			M	S	3	irregular	high	VM	wrong_features	5	कर|की|के|कि|किय	fullnews_id_2484353_date_28_5_2004.dat	92
निकाल	निकाल				F	P	3	unknown	none	VM	no_analysis	0		fullnews_id_2484353_date_28_5_2004.dat	100
करने	कर					P		participle	low	VM	wrong_features	2	कर|करन	fullnews_id_2484354_date_28_5_2004.dat	4
कर	कर				F	P	3	unknown	none	VM	no_analysis	0		fullnews_id_2484354_date_28_5_2004.dat	7
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484354_date_28_5_2004.dat	12
जुड़ी	जुड	perfective			F	S	3	participle	low	VM	wrong_lemma	1	जुड़	fullnews_id_2484354_date_28_5_2004.dat	16
रखने	रख					S	3	participle	low	VM	wrong_features	2	रख|रखन	fullnews_id_2484354_date_28_5_2004.dat	19
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484354_date_28_5_2004.dat	21
खुला	खुल	perfective			M	S	3	participle	low	VM	wrong_features	1	खुल	fullnews_id_2484354_date_28_5_2004.dat	27
कर	कर					S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484354_date_28_5_2004.dat	36
फंसा	फँसा				F	S	3	participle	low	VM	wrong_lemma	1	फंस	fullnews_id_2484354_date_28_5_2004.dat	51
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484354_date_28_5_2004.dat	56
जुड़े	जुड	perfective				S	3	participle	low	VM	wrong_lemma	1	जुड़	fullnews_id_2484354_date_28_5_2004.dat	59
खुले	खुल	perfective			M	P	3	participle	low	VM	wrong_features	1	खुल	fullnews_id_2484354_date_28_5_2004.dat	63
करेगी	कर		future		F	S	3	finite	medium	VM	wrong_features	2	कर|करेग	fullnews_id_2484354_date_28_5_2004.dat	72
पहुंचाने	पहुंच					S		participle	low	VM	wrong_lemma	2	पहुंचा|पहुंचान	fullnews_id_2484354_date_28_5_2004.dat	82
किया	कर	perfective			M	S	3	irregular	high	VM	wrong_features	5	कर|की|के|कि|किय	fullnews_id_2484354_date_28_5_2004.dat	92
किए	कर	perfective				S	3	irregular	high	VM	wrong_features	2	कर|कि	fullnews_id_2484354_date_28_5_2004.dat	96
दे	दे					S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484354_date_28_5_2004.dat	103
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484354_date_28_5_2004.dat	113
किया	कर	perfective			M	S	3	irregular	high	VM	wrong_features	5	कर|की|के|कि|किय	fullnews_id_2484354_date_28_5_2004.dat	119
मिली	मिल	perfective			F	S	3	participle	low	VM	wrong_features	1	मिल	fullnews_id_2484354_date_28_5_2004.dat	124
जाकर	जा							unknown	none	VM	no_analysis	0		fullnews_id_2484354_date_28_5_2004.dat	129
कराई	करा	perfective			F	S	3	participle	low	VM	wrong_features	1	करा	fullnews_id_2484354_date_28_5_2004.dat	133
NULL	null							unknown	none	VM	no_analysis	0		fullnews_id_2484354_date_28_5_2004.dat	138
देना	दे				M	S	3	participle	low	VM	wrong_features	2	दे|देन	fullnews_id_2484354_date_28_5_2004.dat	150
करें	कर			subjunctive		S	3	finite	low	VM	wrong_features	1	कर	fullnews_id_2484354_date_28_5_2004.dat	163
करेगी	कर		future		F	S	3	finite	medium	VM	wrong_features	2	कर|करेग	fullnews_id_2484354_date_28_5_2004.dat	170
होगी	हो		future		F	S	3	participle	low	VM	wrong_lemma	1	होग	fullnews_id_2484358_date_28_5_2004.dat	9
होगी	हो		future		F	S	3	participle	low	VM	wrong_lemma	1	होग	fullnews_id_2484358_date_28_5_2004.dat	24
चुन	चुन				M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484358_date_28_5_2004.dat	31
दे	दे				M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484358_date_28_5_2004.dat	41
मांगा	मांग	perfective			M	S	3	participle	low	VM	wrong_features	1	मांग	fullnews_id_2484358_date_28_5_2004.dat	49
होंगे	हो		future		M	P	3	participle	low	VM	wrong_lemma	1	होंग	fullnews_id_2484358_date_28_5_2004.dat	60
होगा	हो		future		M	S	3	participle	low	VM	wrong_lemma	1	होग	fullnews_id_2484358_date_28_5_2004.dat	69
दिया	दे	perfective			M	S	3	irregular	high	VM	wrong_features	5	दे|दी|दे|दि|दिय	fullnews_id_2484358_date_28_5_2004.dat	76
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484358_date_28_5_2004.dat	81
करेंगे	कर		future		M	S	3	finite	medium	VM	wrong_features	2	कर|करेंग	fullnews_id_2484358_date_28_5_2004.dat	90
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484358_date_28_5_2004.dat	103
थी	था		past		F	S		unknown	none	VM	no_analysis	0		fullnews_id_2484358_date_28_5_2004.dat	123
हुए	हो	perfective			M	S	3	participle	low	VM	wrong_lemma	2	हू|हु	fullnews_id_2484358_date_28_5_2004.dat	133
दिया	दे				M	S	3	irregular	high	VAUX	wrong_features	5	दे|दी|दे|दि|दिय	fullnews_id_2484358_date_28_5_2004.dat	142
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484358_date_28_5_2004.dat	155
मिलकर	मिल							unknown	none	VM	no_analysis	0		fullnews_id_2484358_date_28_5_2004.dat	165
करेंगी	कर		future		F	P	3	finite	medium	VM	wrong_features	2	कर|करेंग	fullnews_id_2484358_date_28_5_2004.dat	167
रहेगी	रह		future		F	S	3	finite	medium	VM	wrong_features	2	रह|रहेग	fullnews_id_2484358_date_28_5_2004.dat	173
दिया	दे	perfective			M	S	3	irregular	high	VM	wrong_features	5	दे|दी|दे|दि|दिय	fullnews_id_2484358_date_28_5_2004.dat	187
होंगे	हो		future		M	P	3	participle	low	VM	wrong_lemma	1	होंग	fullnews_id_2484358_date_28_5_2004.dat	208
बढ़ाना	बढा							participle	low	VM	wrong_lemma	2	बढ़ा|बढ़ान	fullnews_id_2484358_date_28_5_2004.dat	216
होगा	हो		future		M	S	3	participle	low	VM	wrong_lemma	1	होग	fullnews_id_2484358_date_28_5_2004.dat	225
देगी	दे		future		F	S	3	participle	low	VM	wrong_lemma	1	देग	fullnews_id_2484358_date_28_5_2004.dat	234
किया	कर	perfective			M	S	3	irregular	high	VM	wrong_features	5	कर|की|के|कि|किय	fullnews_id_2484358_date_28_5_2004.dat	245
रहे	रह					S	3	participle	low	VAUX	wrong_features	1	रह	fullnews_id_2484363_date_28_5_2004.dat	7
जताई	जता	perfective			F	S	3	participle	low	VM	wrong_features	1	जता	fullnews_id_2484363_date_28_5_2004.dat	11
कहा	कह	perfective			M	S	3	participle	low	VM	wrong_features	1	कह	fullnews_id_2484363_date_28_5_2004.dat	24
हैं	है		present			P	3	unknown	none	VM	no_analysis	0		fullnews_id_2484363_date_28_5_2004.dat	29
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484363_date_28_5_2004.dat	36
होने	हो					S	3	participle	low	VM	wrong_features	2	हो|होन	fullnews_id_2484363_date_28_5_2004.dat	43
लिया	ले	perfective			M	S	3	irregular	high	VM	wrong_features	5	ले|ली|ले|लि|लिय	fullnews_id_2484363_date_28_5_2004.dat	47
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484363_date_28_5_2004.dat	58
टूट	टूट					S		unknown	none	VM	no_analysis	0		fullnews_id_2484363_date_28_5_2004.dat	66
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484363_date_28_5_2004.dat	70
NULL	null							unknown	none	VM	no_analysis	0		fullnews_id_2484363_date_28_5_2004.dat	73
कहा	कह	perfective			M	S	3	participle	low	VM	wrong_features	1	कह	fullnews_id_2484363_date_28_5_2004.dat	77
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484363_date_28_5_2004.dat	83
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484363_date_28_5_2004.dat	88
फंसे	फँस	perfective				S	3	participle	low	VM	wrong_lemma	1	फंस	fullnews_id_2484364_date_28_5_2004.dat	2
की	कर	perfective			F	S	3	irregular	high	VM	wrong_features	1	कर	fullnews_id_2484364_date_28_5_2004.dat	8
की	कर	perfective			F	S	3	irregular	high	VM	wrong_features	1	कर	fullnews_id_2484364_date_28_5_2004.dat	14
की	कर	perfective			F	S	3	irregular	high	VM	wrong_features	1	कर	fullnews_id_2484364_date_28_5_2004.dat	22
आने	आ					S	3	participle	low	VM	wrong_lemma	1	आन	fullnews_id_2484364_date_28_5_2004.dat	26
की	कर	perfective			F	S	3	irregular	high	VM	wrong_features	1	कर	fullnews_id_2484364_date_28_5_2004.dat	39
कहा	कह	perfective			M	S	3	participle	low	VM	wrong_features	1	कह	fullnews_id_2484364_date_28_5_2004.dat	48
कर	कर				M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484364_date_28_5_2004.dat	57
कर	कर				F	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484364_date_28_5_2004.dat	63
हैं	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484364_date_28_5_2004.dat	80
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484364_date_28_5_2004.dat	88
खोल	खोल					S		unknown	none	VM	no_analysis	0		fullnews_id_2484364_date_28_5_2004.dat	97
हो	हो				M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484364_date_28_5_2004.dat	113
की	कर	perfective			F	S	3	irregular	high	VM	wrong_features	1	कर	fullnews_id_2484364_date_28_5_2004.dat	121
लगाया	लगा	perfective			M	S	3	participle	low	VM	wrong_features	2	लगा|लगाय	fullnews_id_2484364_date_28_5_2004.dat	138
देख	देख					S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484364_date_28_5_2004.dat	150
की	कर	perfective			F	S	3	irregular	high	VM	wrong_features	1	कर	fullnews_id_2484364_date_28_5_2004.dat	157
उठाए	उठा	perfective				P	3	participle	low	VM	wrong_features	1	उठा	fullnews_id_2484364_date_28_5_2004.dat	161
किया	कर	perfective			M	S	3	irregular	high	VM	wrong_features	5	कर|की|के|कि|किय	fullnews_id_2484364_date_28_5_2004.dat	165
कर	कर					S		unknown	none	VM	no_analysis	0		fullnews_id_2484364_date_28_5_2004.dat	173
करते	कर	imperfective			M	S		participle	low	VM	wrong_features	2	कर|करत	fullnews_id_2484364_date_28_5_2004.dat	180
हैं	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484364_date_28_5_2004.dat	186
कहा	कह	perfective			M	S	3	participle	low	VM	wrong_features	1	कह	fullnews_id_2484364_date_28_5_2004.dat	208
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484364_date_28_5_2004.dat	216
करना	कर				M	S	3	participle	low	VM	wrong_features	2	कर|करन	fullnews_id_2484364_date_28_5_2004.dat	228
करते	कर	imperfective			M	S		participle	low	VM	wrong_features	2	कर|करत	fullnews_id_2484364_date_28_5_2004.dat	235
कहा	कह	perfective			M	S	3	participle	low	VM	wrong_features	1	कह	fullnews_id_2484364_date_28_5_2004.dat	237
रहेंगे	रह		future		M	S	3	finite	medium	VM	wrong_features	2	रह|रहेंग	fullnews_id_2484364_date_28_5_2004.dat	244
कर	कर					S		unknown	none	VM	no_analysis	0		fullnews_id_2484364_date_28_5_2004.dat	261
लेकर	ले							unknown	none	VM	no_analysis	0		fullnews_id_2484364_date_28_5_2004.dat	267
खोल	खोल				M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484364_date_28_5_2004.dat	270
NULL	null							unknown	none	VM	no_analysis	0		fullnews_id_2484364_date_28_5_2004.dat	283
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484364_date_28_5_2004.dat	287
होता	हो	imperfective			M	S	3	participle	low	VM	wrong_features	2	हो|होत	fullnews_id_2484364_date_28_5_2004.dat	299
थे	था		past		M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484364_date_28_5_2004.dat	306
होगा	हो		future		M	S	3	participle	low	VM	wrong_lemma	1	होग	fullnews_id_2484364_date_28_5_2004.dat	317
करे	कर			subjunctive		S	3	participle	low	VM	wrong_features	1	कर	fullnews_id_2484364_date_28_5_2004.dat	324
रहे	रह	perfective				S	3	participle	low	VM	wrong_features	1	रह	fullnews_id_2484364_date_28_5_2004.dat	332
हुई	हो	perfective			F	S		participle	low	VM	wrong_lemma	1	हु	fullnews_id_2484364_date_28_5_2004.dat	339
आए	आ	perfective			M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484364_date_28_5_2004.dat	359
बांध	बांध							unknown	none	VM	no_analysis	0		fullnews_id_2484364_date_28_5_2004.dat	369
चले	चल	perfective			M	S	3	participle	low	VM	wrong_features	1	चल	fullnews_id_2484364_date_28_5_2004.dat	373
आए	आ	perfective			M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484364_date_28_5_2004.dat	379
दी	दे				F	S	3	irregular	high	VAUX	wrong_features	1	दे	fullnews_id_2484364_date_28_5_2004.dat	387
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484364_date_28_5_2004.dat	394
कहा	कह	perfective			M	S	3	participle	low	VM	wrong_features	1	कह	fullnews_id_2484364_date_28_5_2004.dat	397
पहुंचने	पहुंच				F	S	3	participle	low	VM	wrong_features	2	पहुंच|पहुंचन	fullnews_id_2484364_date_28_5_2004.dat	402
टिकी	टिक	perfective			F	S	3	participle	low	VM	wrong_features	1	टिक	fullnews_id_2484364_date_28_5_2004.dat	414
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484364_date_28_5_2004.dat	419
बोलेंगे	बोल		future		M	S	3	finite	medium	VM	wrong_features	2	बोल|बोलेंग	fullnews_id_2484364_date_28_5_2004.dat	426
हैं	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484364_date_28_5_2004.dat	431
पहुंचते	पहुंच	imperfective			M	S		participle	low	VM	wrong_features	2	पहुंच|पहुंचत	fullnews_id_2484364_date_28_5_2004.dat	436
मिलकर	मिल							unknown	none	VM	no_analysis	0		fullnews_id_2484364_date_28_5_2004.dat	439
लेने	ले					P		participle	low	VM	wrong_features	2	ले|लेन	fullnews_id_2484364_date_28_5_2004.dat	443
था	था		past		M	S		unknown	none	VM	no_analysis	0		fullnews_id_2484364_date_28_5_2004.dat	450
उखड़	उखड					S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484364_date_28_5_2004.dat	462
हैं	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484364_date_28_5_2004.dat	474
देगा	दे		future		M	S	3	participle	low	VM	wrong_lemma	1	देग	fullnews_id_2484365_date_28_5_2004.dat	8
किया	कर	perfective			M	S	3	irregular	high	VM	wrong_features	5	कर|की|के|कि|किय	fullnews_id_2484365_date_28_5_2004.dat	25
करने	कर					P		participle	low	VM	wrong_features	2	कर|करन	fullnews_id_2484365_date_28_5_2004.dat	34
किया	कर	perfective			M	S	3	irregular	high	VM	wrong_features	5	कर|की|के|कि|किय	fullnews_id_2484365_date_28_5_2004.dat	37
करने	कर					P		participle	low	VM	wrong_features	2	कर|करन	fullnews_id_2484365_date_28_5_2004.dat	51
हैं	है		present			P	3	unknown	none	VM	no_analysis	0		fullnews_id_2484365_date_28_5_2004.dat	53
होगी	हो		future		F	S	3	participle	low	VM	wrong_lemma	1	होग	fullnews_id_2484365_date_28_5_2004.dat	59
कर	कर				M	P	3	unknown	none	VM	no_analysis	0		fullnews_id_2484365_date_28_5_2004.dat	65
करेंगे	कर		future		M	P	3	finite	medium	VM	wrong_features	2	कर|करेंग	fullnews_id_2484365_date_28_5_2004.dat	70
करेगा	कर		future		M	S	3	finite	medium	VM	wrong_features	2	कर|करेग	fullnews_id_2484365_date_28_5_2004.dat	82
होगी	हो		future		F	S	3	participle	low	VM	wrong_lemma	1	होग	fullnews_id_2484365_date_28_5_2004.dat	87
करने	कर					P		participle	low	VM	wrong_features	2	कर|करन	fullnews_id_2484365_date_28_5_2004.dat	96
होंगे	हो		future		M	P	3	participle	low	VM	wrong_lemma	1	होंग	fullnews_id_2484365_date_28_5_2004.dat	102
दिए	दे	perfective			M	P	3	irregular	high	VM	wrong_features	2	दे|दि	fullnews_id_2484365_date_28_5_2004.dat	106
झाड़	झाड				M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484366_date_28_5_2004.dat	14
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484366_date_28_5_2004.dat	19
हो	हो					S		unknown	none	VM	no_analysis	0		fullnews_id_2484366_date_28_5_2004.dat	24
हुई	हो			subjunctive	F	S		participle	low	VM	wrong_lemma	1	हु	fullnews_id_2484366_date_28_5_2004.dat	35
किया	कर	perfective			M	S	3	irregular	high	VM	wrong_features	5	कर|की|के|कि|किय	fullnews_id_2484366_date_28_5_2004.dat	46
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484366_date_28_5_2004.dat	51
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484366_date_28_5_2004.dat	56
दे	दे							unknown	none	VM	no_analysis	0		fullnews_id_2484366_date_28_5_2004.dat	66
कर	कर					S		unknown	none	VM	no_analysis	0		fullnews_id_2484366_date_28_5_2004.dat	79
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484366_date_28_5_2004.dat	86
हो	हो				M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484366_date_28_5_2004.dat	88
हो	हो							unknown	none	VM	no_analysis	0		fullnews_id_2484366_date_28_5_2004.dat	91
हुआ	हो	perfective			M	S		unknown	none	VM	no_analysis	0		fullnews_id_2484366_date_28_5_2004.dat	95
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484366_date_28_5_2004.dat	108
हुई	हो	perfective			F	S		participle	low	VM	wrong_lemma	1	हु	fullnews_id_2484366_date_28_5_2004.dat	111
की	कर	perfective				S	3	irregular	high	VM	wrong_features	1	कर	fullnews_id_2484366_date_28_5_2004.dat	123
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484366_date_28_5_2004.dat	128
थी	था		past		F	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484366_date_28_5_2004.dat	147
पहुंची	पहुंच	perfective			F	S	3	participle	low	VM	wrong_features	1	पहुंच	fullnews_id_2484366_date_28_5_2004.dat	151
जुड़ी	जुड	perfective			F	S		participle	low	VM	wrong_lemma	1	जुड़	fullnews_id_2484366_date_28_5_2004.dat	159
करने	कर					P		participle	low	VM	wrong_features	2	कर|करन	fullnews_id_2484366_date_28_5_2004.dat	162
भेजी	भेज	perfective			F	S	3	participle	low	VM	wrong_features	1	भेज	fullnews_id_2484366_date_28_5_2004.dat	166
लगाया	लगा	perfective			M	S	3	participle	low	VM	wrong_features	2	लगा|लगाय	fullnews_id_2484366_date_28_5_2004.dat	173
पड़	पड					S		unknown	none	VM	no_analysis	0		fullnews_id_2484367_date_28_5_2004.dat	21
हैं	है		present			P	3	unknown	none	VM	no_analysis	0		fullnews_id_2484367_date_28_5_2004.dat	25
आए	आ	perfective				S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484367_date_28_5_2004.dat	30
हुए	हो	perfective			M	S	3	participle	low	VM	wrong_lemma	2	हू|हु	fullnews_id_2484367_date_28_5_2004.dat	37
माना	मान	perfective			M	S	3	participle	low	VM	wrong_features	2	मा|मान	fullnews_id_2484367_date_28_5_2004.dat	40
लगा	लग	perfective			M	S	3	participle	low	VM	wrong_features	1	लग	fullnews_id_2484367_date_28_5_2004.dat	46
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484367_date_28_5_2004.dat	51
होगी	हो		future		F	S	3	participle	low	VM	wrong_lemma	1	होग	fullnews_id_2484367_date_28_5_2004.dat	60
थी	था		past		F	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2484367_date_28_5_2004.dat	75
