word	paradigm_class	confidence
निशीथ	F3	certain
निशीथिनी	F1	certain
निश्चक्षु	F5	certain
निश्चय	F3	certain
निश्चलता	M1	heuristic
निश्चिंतता	F2	certain
निश्छल	F3	certain
निश्छलता	M1	heuristic
निश्शुल्क	F3	certain
निषाद	M2	certain
निषेचन	F3	certain
निषेध	F3	certain
निषेधन	F3	certain
निषेधपत्र	M2	certain
निषेधविधि	F4	certain
निषेधाज्ञा	F2	certain
निषेधाधिकार	M2	certain
निषेवी	M3	certain
निष्कपट	F3	certain
निष्कपटता	M1	heuristic
निष्कर्ष	F3	certain
निष्कासन	F3	certain
निष्क्रमण	F3	certain
निष्क्रियता	F2	certain
निष्ठा	F2	certain
निष्ठुर	F3	certain
निष्ठुरता	F2	certain
निष्पक्ष	F3	certain
निष्पक्षता	F2	certain
निष्पति	F4	heuristic
निष्पत्ति	F4	certain
निष्पादन	F3	certain
निष्पापता	M1	heuristic
निष्पीडन	F3	certain
निष्फल	F3	certain
निष्फला	F2	certain
निसेनी	F1	heuristic
निस्तब्धता	M1	heuristic
निस्तार	F3	certain
निस्तारक	M2	certain
निस्तारण	F3	certain
निस्तेजता	M1	heuristic
निस्संकोच	F3	certain
निस्संतान	F3	certain
निस्संदेह	F3	certain
निस्स्वार्थ	F3	certain
निस्स्वार्थता	M1	heuristic
निहत्था	M1	certain
निहाई	F1	heuristic
निहोरा	M1	heuristic
नींद	F3	certain
नींबू	M4	certain
नींव	F3	certain
नीअत	F3	certain
नीचता	F2	certain
नीचत्व	F3	certain
नीचाई	F1	certain
नीड़	M2	certain
नीति	M3	certain
नीतिज्ञ	M2	certain
नीतियुक्तता	M1	heuristic
नीतिवाद	F3	certain
नीतिवादी	M3	certain
नीतिविज्ञान	F3	certain
नीतिविद्या	F2	certain
नीतिशास्त्र	F3	certain
नीतिहीनता	M1	heuristic
नीबू	M4	certain
नीम	F3	certain
नीमहकीम	M2	certain
नीयत	F3	certain
नीरवता	M1	heuristic
नीरा	M1	heuristic
नीराजन	F3	certain
नील	F3	certain
नीलकंठ	M2	certain
नीलकमल	M2	certain
नीलगंगा	F2	certain
नीलगाय	F3	certain
नीलगिरि	M3	certain
नीलग्रीव	F3	certain
नीलचक्र	F3	certain
नीलपटल	F3	certain
नीलम	M2	certain
नीलमणि	F4	certain
नीलसार	F3	certain
नीला	M1	certain
नीलांचल	F3	certain
नीलांबरी	F1	certain
नीलांबुज	F3	certain
नीलाथोथा	M1	certain
नीलापन	F3	certain
नीलाम	F3	certain
नीलामी	F1	certain
नीलिमा	F2	certain
नीलोत्पल	F3	certain
नीलोत्पली	F1	certain
नीवार	F3	certain
नीहारिका	M1	heuristic
नुँचाई	F1	heuristic
नुकताचीनी	F1	certain
नुकसान	F3	certain
नुक़्ता	M1	heuristic
नुक्कड़	M2	certain
नुक्स	F3	certain
नुमाइश	F3	certain
नुसख़ा	M1	certain
नुसखा	M1	certain
नुस्ख़ा	M1	certain
नुस्खा	M1	certain
नूतनता	F2	certain
नूपुर	M2	certain
नूर	F3	certain
नृजाति	F4	heuristic
नृत्यांगना	M1	heuristic
नृपति	F4	heuristic
नृशंसता	M1	heuristic
नृहत्या	M1	heuristic
नेकचलनी	F1	certain
नेकनमी	F1	certain
नेकनीयती	F1	heuristic
नेकी	F1	certain
नेकीबदी	F1	certain
नेग	M2	certain
नेजा	M1	heuristic
नेटा	M1	heuristic
नेता	M1	certain
नेताजी	F1	heuristic
नेती	F1	heuristic
नेत्र	M2	certain
नेत्रजल	F3	certain
नेत्रदान	F3	certain
नेत्रभाव	M2	certain
नेत्ररोग	M2	certain
नेत्ररोम	M2	certain
नेत्रशिविर	M2	certain
नेत्रहीनता	M1	heuristic
नेत्री	F1	heuristic
नेत्र्‍त्व	F3	certain
नेपथ्य	F3	certain
नेपाली	F1	heuristic
नेमधरम	F3	certain
नेमि	F4	heuristic
नेवतहरी	F1	heuristic
नेवता	M1	heuristic
नेवला	M1	certain
नेवी	F1	heuristic
नैकट्य	F3	certain
नैचकी	F1	heuristic
नैचा	M1	heuristic
नैचिकी	F1	heuristic
नैतिकता	F2	certain
नैतिकताहीनता	M1	heuristic
नैना	M1	certain
नैपाली	F1	heuristic
नैपुण्य	F3	certain
नैया	M1	heuristic
नैयायिक	F3	certain
नैरंतर्य	F3	certain
नैराश्य	F3	certain
नैर्गुण्य	F3	certain
नैवेद्य	F3	certain
नैश्चल्य	F3	certain
नैश्चित्य	F3	certain
नैषध	F3	certain
नैष्कर्म्य	F3	certain
नैष्ठुर्य	F3	certain
नैहर	F3	certain
नोक	F3	certain
नोकझोंक	F3	certain
नोचाई	F1	heuristic
नोट	M2	certain
नोटपेपर	F3	certain
नोटिस	M2	certain
नोनिया	M1	heuristic
नोनी	F1	heuristic
नौकर	M2	certain
नौकरशाही	F1	certain
नौकराना	M1	heuristic
नौकरानी	F1	certain
नौकरी	F1	certain
नौकर्ण	F3	certain
नौका	M1	heuristic
नौखा	M2	certain
नौग्रही	F1	heuristic
नौजवान	M2	certain
नौजवानी	F1	certain
नौजीविक	F3	certain
नौटंकी	F1	certain
नौधार	F3	certain
नौनिहाल	M2	certain
नौपति	M3	certain
नौबत	F3	certain
नौबाला	F2	certain
नौमी	F1	heuristic
नौसिखिया	M1	certain
नौसेना	F2	certain
नौसैनिक	M2	certain
न्ययाधीश	M2	certain
न्यसन	F3	certain
न्याय	F3	certain
न्यायकर्ता	M1	certain
न्यायज्ञ	F3	certain
न्यायधीश	M2	certain
न्यायपथ	F3	certain
न्यायपरता	M1	certain
न्यायपालिका	F2	certain
न्यायपीठ	F3	certain
न्यायमूर्ति	M3	certain
न्यायसभा	F2	certain
न्यायहीनता	M1	heuristic
न्यायाज्ञा	M1	heuristic
न्यायाधिकरण	F3	certain
न्यायाधिकारी	F1	heuristic
न्यायाधिपति	M3	certain
न्यायालय	M2	certain
न्यायिक_निर्णय	F3	certain
न्यायिक_प्राधिकारी	M3	certain
न्यायिक_मुद्रांक	F3	certain
न्यास	F3	certain
न्यासी	M3	certain
न्युमोनिया	M1	heuristic
न्यूज़	F3	certain
न्यूनकोण	F3	certain
न्यूनता	F2	certain
न्यूनत्रिभुज	F3	certain
न्यूरोलॉजिस्ट	M2	certain
न्योछावर	M1	certain
न्योजी	F1	heuristic
न्योतहरा	M1	heuristic
न्योतहरी	F1	heuristic
न्योता	M1	certain
न्यौता	M1	certain
न्र्‍ग	F3	certain
न्र्‍त्य	F3	certain
न्र्‍त्यशाला	F2	certain
न्र्‍त्यस्थान	F3	certain
न्र्‍प	M2	certain
न्र्‍पति	M3	certain
न्र्‍पात्मज	M2	certain
न्र्‍पात्मजा	F2	certain
न्र्‍पान्न	F3	certain
न्र्‍पाल	M2	certain
न्र्‍पासन	F3	certain
न्र्‍लोक	F3	certain
न्र्‍विज्ञान	F3	certain
पँजरी	F1	heuristic
पँवरिया	M1	heuristic
पँवाडा	M1	heuristic
पँसरहट्टा	M1	heuristic
पँसुली	F1	heuristic
पंक	F3	certain
पंकचर	F3	certain
पंकजासन	F3	certain
पंकजिनी	F1	heuristic
पंक्चर	M2	certain
पंक्ति	F4	certain
पंक्तिपावन	F3	certain
पंख	M2	certain
पंखडी	F1	certain
पंखा	M1	certain
पंखी	F1	heuristic
पंखुडी	F1	heuristic
पंखुरिया	M1	heuristic
पंगति	F4	heuristic
पंगती	F1	heuristic
पंगु	M4	certain
पंच	M2	certain
पंचकन्या	F2	certain
पंचकपाल	F3	certain
पंचकरण	F3	certain
पंचकर्म	F3	certain
पंचकर्मी	F1	certain
पंचकवल	F3	certain
पंचकाम	F3	certain
पंचकोण	F3	certain
पंचकोश	F3	certain
पंचकोसी	F1	certain
पंचक्रोशी	F1	certain
पंचक्र्‍त्य	F3	certain
पंचक्लेश	F3	certain
पंचगंगा	F2	certain
पंचगव्य	F3	certain
पंचगुण	F3	certain
पंचगौड़	F3	certain
पंचग्रास	F3	certain
पंचजन	F3	certain
पंचजनी	F1	certain
पंचतंत्र	F3	certain
पंचतटी	F1	certain
पंचतत्त्व	F3	certain
पंचतन्मात्र	F3	certain
पंचदशी	F1	certain
पंचदेव	F3	certain
पंचद्रविड़	F3	certain
पंचनद	F3	certain
पंचनामा	M1	certain
पंचपात्र	M2	certain
पंचपानडी	F1	heuristic
पंचबटी	F1	certain
पंचभूत	F3	certain
पंचमहापातक	F3	certain
पंचमहायज्ञ	F3	certain
पंचमी	F1	certain
पंचमुख	F3	certain
पंचमुखी	F1	certain
पंचरत्न	M2	certain
पंचरश्मि	F4	certain
पंचरात्र	F3	certain
पंचवर्ग	F3	certain
पंचवर्ण	F3	certain
पंचशील	F3	certain
पंचसंधि	F4	certain
पंचाग्नि	F4	certain
पंचायत	F3	certain
पंचाली	F1	heuristic
पंची	M3	certain
पंचीकरण	F3	certain
पंचेंद्रिय	F3	certain
पंचोपचार	M2	certain
पंचौली	F1	heuristic
पंछा	M1	heuristic
पंछी	M3	certain
पंजर	F3	certain
पंजा	M1	certain
पंजाबी	F1	heuristic
पंजि	F4	certain
पंजिका	F2	certain
पंजिकार	F3	certain
पंजी	F1	certain
पंजीयक	F3	certain
पंजीयन	F3	certain
पंजीरी	F1	certain
पंडा	M1	certain
पंडाल	M2	certain
पंडित	M2	certain
पंडितराज	F3	certain
पंडितसभा	F2	certain
पंडिताई	F1	certain
पंडिताऊ	M4	certain
पंडितानी	F1	certain
पंडुकी	F1	heuristic
पंथ	M2	certain
पंथी	M3	certain
पंद्रह	M2	certain
पंप	M2	certain
पंसारी	M3	certain
पंसेरी	F1	certain
पकड़	F3	certain
पकवान	M2	certain
पकौड़ा	M1	certain
पकौड़ी	F1	certain
पकौडा	M1	heuristic
पकौडी	F1	heuristic
पक्का	M1	certain
पक्की	F1	heuristic
पक्ति	F4	certain
पक्वता	F2	certain
पक्वान्न	F3	certain
पक्ष	M2	certain
पक्षग्रहण	F3	certain
पक्षघात	F3	certain
पक्षधर	F3	certain
पक्षपात	F3	certain
पक्षवाद	F3	certain
पक्षहर	F3	certain
पक्षांत	F3	certain
पक्षांतर	F3	certain
पक्षाघात	F3	certain
पक्षाहार	F3	certain
पक्षिणी	F1	certain
पक्षी	M3	certain
पखवाडा	M1	heuristic
पखवारा	M1	certain
पखावज	M2	certain
पखावजी	M3	certain
पखौटा	M1	heuristic
पग	M2	certain
पगडंडी	F1	certain
पगड़ी	F1	certain
पगडी	F1	heuristic
पगबाधा	M1	heuristic
पगला	M1	heuristic
पगली	F1	certain
पच	M2	certain
पचड़ा	M1	certain
पचन	F3	certain
पचनागार	F3	certain
पचपच	F3	certain
पचपन	M2	certain
पचहत्तर	M2	certain
पचास	M2	certain
पचीस	M2	certain
पच्चर	F3	certain
पच्चीकारी	F1	heuristic
पच्चीस	M2	certain
पछतावा	M1	certain
पछुआई	F1	heuristic
पट	M2	certain
पटकथा	F2	certain
पटकनिया	M1	heuristic
पटकनी	F1	heuristic
पटकर्म	M2	certain
पटकार	M2	certain
पटकुटी	F1	certain
पटबीजना	M1	heuristic
पटरा	M1	certain
पटरानी	F1	certain
पटरी	F1	certain
पटल	F3	certain
पटली	F1	heuristic
पटवा	M1	heuristic
पटवारी	M3	certain
पटसन	F3	certain
पटा	M1	certain
पटाई	F1	certain
पटाका	M1	certain
पटाक्षेप	M2	certain
पटाख़ा	M1	certain
पटिका	M1	heuristic
पटिया	M1	heuristic
पटु	F5	certain
पटुआ	M1	certain
पटुता	F2	certain
पटुत्व	M2	certain
पटुवा	M1	heuristic
पट्ट	M2	certain
पट्टन	M2	certain
पट्टनी	F1	certain
पट्टा	M1	certain
पट्टिका	F2	certain
पट्टी	F1	certain
पट्टीदार	M2	certain
पट्टीदारी	F1	certain
पट्ठा	M1	certain
पठन	M2	certain
पठान	M2	certain
पठार	M2	certain
पडती	F1	heuristic
पडदादा	M1	heuristic
पडनाना	M1	heuristic
पडनानी	F1	heuristic
पडपोता	M1	heuristic
पडपोती	F1	heuristic
पड़ताल	F3	certain
पड़ती	F1	certain
पड़ाव	M2	certain
पड़ोस	M2	certain
पड़ोसी	M3	certain
पडिया	M1	heuristic
पडोसी	F1	heuristic
पढाई	F1	heuristic
पणवानक	M2	certain
पणी	M3	certain
पणीकन्या	F2	certain
पणीकेसर	F3	certain
पणीचक्र	M2	certain
पतंग	F3	certain
पतंगबाज़	M2	certain
पतंगबाज़ी	F1	certain
पतंगा	M1	certain
पतंजलि	M3	certain
पतझड़	M2	certain
पतन	M2	certain
पतरा	M1	heuristic
पतलापन	M2	certain
पतलून	F3	certain
पतवार	F3	certain
पता	M1	certain
पताका	F2	certain
पताकादंड	M2	certain
पताकास्थानक	M2	certain
पति	M3	certain
पतिंगा	M1	heuristic
पतिकामा	F2	certain
पतित	M2	certain
पतिदेवता	M1	certain
पतिदेवा	M1	heuristic
पतिधर्म	M2	certain
पतिभक्ति	F4	certain
पतिवंती	F1	heuristic
पतिव्रता	F2	certain
पतीला	M1	certain
पतीली	F1	certain
पत्तन	M2	certain
पत्तरा	M1	heuristic
पत्तरी	F1	heuristic
पत्तल	F3	certain
पत्ता	M1	certain
पत्तागोभी	F1	heuristic
पत्ती	F1	certain
पत्तीदार	M2	certain
पत्थर	M2	certain
पत्नी	F1	certain
पत्र	M2	certain
पत्रक	M2	certain
पत्रकार	M2	certain
पत्रकारवार्ता	M1	heuristic
पत्रकारिता	F2	certain
पत्रकारी	F1	certain
पत्रपेटिका	F2	certain
पत्रा	M1	heuristic
पत्राचार	M2	certain
पत्रालय	M2	certain
पत्रालाप	M2	certain
पत्रावली	F1	certain
पत्रिका	F2	certain
पत्री	F1	heuristic
पत्रोत्तर	M2	certain
पथ	M2	certain
पथराव	F3	certain
पथरी	F1	certain
पथरीला	M1	certain
पथरौटी	F1	certain
पथिक	M2	certain
पद	M2	certain
पदक	M2	certain
पदचिह्न	M2	certain
पदत्याग	F3	certain
पदनाम	M2	certain
पदभार	M2	certain
पदवी	F1	certain
पदवीधारी	F1	heuristic
पदव्याख्या	F2	certain
पदांत	F3	certain
पदांतर	F3	certain
पदाघात	F3	certain
पदाति	M3	certain
पदाती	F1	heuristic
पदाधिकरी	M3	certain
पदाधिकारी	F1	heuristic
पदानुराग	F3	certain
पदानुशासन	F3	certain
पदारविंद	F3	certain
पदार्थ	M2	certain
पदार्थविज्ञान	F3	certain
पदार्थविद्या	F2	certain
पदार्पण	F3	certain
पदावधि	F4	certain
पदावनत	F3	certain
पदावनति	F4	certain
पदावली	F1	certain
पदोन्नति	F4	certain
पद्धति	F4	certain
पद्म	F3	certain
पद्मकंद	F3	certain
पद्मकर	F3	certain
पद्मकरा	F2	certain
पद्मकाष्ठ	F3	certain
पद्मकीट	F3	certain
पद्मकेतु	F5	certain
पद्मकोश	F3	certain
पद्मखंड	F3	certain
पद्मपुराण	F3	certain
पद्मबीज	F3	certain
पद्मभू	M4	certain
पद्मराग	F3	certain
पद्मवेश	F3	certain
पद्मश्री	M3	certain
पद्महस्ता	M1	heuristic
पद्मा	F2	certain
पद्माकर	F3	certain
पद्मावती	F1	certain
पद्मासन	F3	certain
पद्मिनी	F1	certain
पद्मोद्भव	F3	certain
पद्यति	F4	heuristic
पद्यावली	F1	heuristic
पधरावनी	F1	certain
पनकटा	M1	certain
पनघट	F3	certain
पनचक्की	F1	certain
पनडब्बा	M1	heuristic
पनडुब्बा	M1	certain
पनडुब्बी	F1	certain
पनतिरी	F1	heuristic
पनबिजली	F1	certain
पनब्ट्टा	M1	heuristic
पनभरा	M1	heuristic
पनवाड़ी	M3	certain
पनवाडी	F1	heuristic
पनवारी	F1	heuristic
पनस	F3	certain
पनसारी	M3	certain
पनहरा	M1	heuristic
पनहारा	M1	certain
पना	M1	certain
पनाला	M1	heuristic
पनाह	F3	certain
पनी	F1	heuristic
पनीर	F3	certain
पनौटी	F1	heuristic
पन्नग	F3	certain
पन्ना	M1	certain
पन्नी	F1	heuristic
पन्सारी	F1	heuristic
पपड़ी	F1	certain
पपडी	F1	heuristic
पपीता	M1	certain
पपीहा	M1	certain
पपैया	M1	heuristic
पप्पी	F1	certain
पब्लिक	F3	certain
पय	F3	certain
पयस्विनी	F1	certain
पयोधि	F4	heuristic
पयोनिधि	F4	heuristic
पर	M2	certain
परंपद	F3	certain
परंपरा	F2	certain
परई	F1	heuristic
परकोटा	M1	certain
परख	F3	certain
परखनली	F1	certain
परखी	F1	heuristic
परखैया	M1	heuristic
परगना	M1	heuristic
परचा	M1	certain
परची	F1	heuristic
परचून	F3	certain
परचूनिया	M1	heuristic
परचूनी	M3	certain
परछत्ती	F1	heuristic
परछन	F3	certain
परछाई	F1	certain
परजन	M2	certain
परजा	M1	heuristic
परजाता	M1	heuristic
परजीवी	M3	certain
परठा	M1	certain
परत	F3	certain
परतंत्र	F3	certain
परतंत्रता	F2	certain
परती	F1	heuristic
परदा	M1	certain
परदादा	M1	certain
परदादी	F1	heuristic
परदेश	F3	certain
परदेशी	M3	certain
परदेसी	F1	heuristic
परनाना	M1	certain
परनानी	F1	certain
परनाला	M1	certain
परनी	F1	heuristic
परपक्ष	F3	certain
परपराहट	F3	certain
परपुरुष	M2	certain
परपोता	M1	heuristic
परपोती	F1	heuristic
परभाषा	F2	certain
परमगति	F4	certain
परमतत्त्व	F3	certain
परमधाम	F3	certain
परमपद	F3	certain
परमपुरुष	M2	certain
परमफल	F3	certain
परमर्षि	M3	certain
परमवीरचक्र	M2	certain
परमसत्ता	F2	certain
परमहंस	F3	certain
परमाणु	M4	certain
परमाणु_भट्टी	F1	certain
परमाणुबम	M2	certain
परमाणुभार	F3	certain
परमाणुवाद	F3	certain
परमाणुवादी	M3	certain
परमात्मा	M1	heuristic
परमादेश	F3	certain
परमाद्वैत	F3	certain
परमानंद	F3	certain
परमार्थ	F3	certain
परमार्थवादी	M3	certain
परमिट	M2	certain
परमुखापेक्षिता	F2	certain
परमेश्वर	F3	certain
परमेश्वरी	F1	certain
परमेष्ठिनी	F1	certain
परमेष्ठी	M3	certain
परराष्ट्र	M2	certain
परलोक	F3	certain
परवरिश	F3	certain
परवर्ती	F1	certain
परवल	M2	certain
परवश	F3	certain
परवा	M1	heuristic
परवाना	M1	certain
परवाह	M2	certain
परशु	M4	certain
परशुधर	F3	certain
परशुराम	F3	certain
परसर्ग	M2	certain
परस्त्री	F1	certain
परहित	F3	certain
परहेज	M2	certain
पराँठा	M1	heuristic
परांत	M2	certain
परांतकाल	M2	certain
पराकाश	M2	certain
पराकाष्ठा	F2	certain
पराक्रम	M2	certain
पराक्रमी	M3	certain
पराग	F3	certain
परागकेसर	M2	certain
परागकोश	M2	certain
पराजय	F3	certain
पराजित	M2	certain
पराठा	M1	certain
परात	F3	certain
परात्मा	M1	certain
पराधीन	F3	certain
पराधीनता	F2	certain
परान्न	F3	certain
पराभव	F3	certain
पराभूति	F4	certain
परामर्श	F3	certain
परामर्शदाता	M1	heuristic
पराया	M1	certain
परार्थ	F3	certain
परार्द्ध	F3	certain
परावर्तन	F3	certain
पराविद्या	F2	certain
पराव्र्‍त्ति	F4	certain
पराश्रय	F3	certain
पराश्रयी	F1	certain
पराह्ण	F3	certain
परिंदा	M1	certain
परिकंप	F3	certain
परिकथा	F2	certain
परिकर	F3	certain
परिकर्म	F3	certain
परिकर्मी	M3	certain
परिकर्षण	F3	certain
परिकलित	F3	certain
परिकल्पन	F3	certain
परिकल्पना	F2	certain
परिकीर्तन	F3	certain
परिक्रमा	F2	certain
परिक्रय	F3	certain
परिक्षक	M2	certain
परिक्षण	M2	certain
परिक्षार्थी	M3	certain
परिक्षालन	F3	certain
परिखा	M1	heuristic
परिगणन	F3	certain
परिग्रह	F3	certain
परिग्रहण	F3	certain
परिग्र्‍हीता	F2	certain
परिघात	F3	certain
परिघातन	F3	certain
परिघोष	F3	certain
परिचय	F3	certain
परिचयपत्र	M2	certain
परिचर	F3	certain
परिचर्चा	M1	heuristic
परिचर्या	F2	certain
परिचायक	M2	certain
परिचारक	M2	certain
परिचारिका	F2	certain
परिचालन	F3	certain
परिचिंतन	F3	certain
परिचित	F3	certain
परिच्छेद	M2	certain
परिच्छेदक	M2	certain
परिच्छेदन	F3	certain
परिजन	M2	certain
परिजल्पित	F3	certain
परिज्ञाता	M1	certain
परिज्ञान	F3	certain
परिणति	F4	certain
परिणय	F3	certain
परिणयन	F3	certain
परिणाम	M2	certain
परिणामन	F3	certain
परिणामवादी	M3	certain
परिणामित्र	F3	certain
परिणीता	F2	certain
परिणेता	M1	certain
परिणेया	F2	certain
परिताप	F3	certain
परितुष्टि	F4	certain
परितोष	F3	certain
परितोषक	F3	certain
परितोषण	F3	certain
परित्यक्ता	F2	certain
परित्यजन	F3	certain
परित्याग	F3	certain
परित्राण	F3	certain
परित्र्‍प्ति	F4	certain
परिदहन	F3	certain
परिधान	M2	certain
परिधानकष	F3	certain
परिधानहीनता	M1	heuristic
परिधारण	F3	certain
परिधि	F4	certain
परिनिर्वाण	F3	certain
परिनिव्र्‍त्ति	F4	certain
परिनिष्ठा	F2	certain
परिपक्वता	F2	certain
परिपक्वावस्था	F2	certain
परिपत्र	M2	certain
परिपाक	F3	certain
परिपाटी	F1	heuristic
परिपाठी	F1	certain
परिपालक	M2	certain
परिपालन	F3	certain
परिपालयिता	F2	certain
परिपीड़न	F3	certain
परिपूज	F3	certain
परिपूजन	F3	certain
परिपूरण	F3	certain
परिपोषण	F3	certain
परिप्रश्न	M2	certain
परिप्राप्ति	F4	certain
परिप्रेक्ष्य	F3	certain
परिप्रेषण	F3	certain
परिप्र्‍च्छा	F2	certain
परिप्लव	F3	certain
परिबंधन	F3	certain
परिबाधा	F2	certain
परिबोधन	F3	certain
परिबोधना	F2	certain
परिभंग	F3	certain
परिभक्षण	F3	certain
परिभव	F3	certain
परिभवन	F3	certain
परिभाव	F3	certain
परिभावना	F2	certain
परिभाषण	F3	certain
परिभाषा	F2	certain
परिभूषण	M2	certain
परिभोग	F3	certain
परिभ्रम	F3	certain
परिभ्रमण	F3	certain
परिमल	F3	certain
परिमाण	F3	certain
परिमार्ग	F3	certain
परिमार्जक	M2	certain
परिमार्जन	F3	certain
परिमिति	F4	certain
परिमुक्ति	F4	certain
परिमोक्ष	F3	certain
परिमोक्षण	F3	certain
परियोजना	F2	certain
परिरक्षण	F3	certain
परिलब्धि	F4	certain
परिलाभ	F3	certain
परिवर्जन	F3	certain
परिवर्त	F3	certain
परिवर्तन	M2	certain
परिवर्तनवादी	F1	heuristic
परिवर्द्धन	F3	certain
परिवहन	F3	certain
परिवा	M1	heuristic
परिवाद	M2	certain
परिवार	M2	certain
परिवीक्षा	M1	heuristic
परिवेश	F3	certain
परिवेषण	F3	certain
परिवेष्टन	F3	certain
परिव्यय	F3	certain
परिशिष्ट	M2	certain
परिशुद्धता	F2	certain
परिशुद्धि	F4	certain
परिशोध	M2	certain
परिशोधन	F3	certain
परिश्रम	F3	certain
परिश्रमी	F1	certain
परिश्रांति	F4	certain
परिष्करण	F3	certain
परिष्कार	F3	certain
परिष्क्र्‍ता	F2	certain
परिष्क्र्‍ति	F4	certain
परिसंख्या	F2	certain
परिसंपत्ति	F4	certain
परिसमापन	F3	certain
परिसमाप्ति	F4	certain
परिसर	F3	certain
परिसीमन	F3	certain
परिसीमा	M1	heuristic
परिस्थिति	F4	certain
परिस्पंदन	F3	certain
परिस्राव	F3	certain
परिहरण	F3	certain
परिहार	F3	certain
परिहारक	M2	certain
परिहास	F3	certain
परी	F1	certain
परीक्षक	M2	certain
परीक्षण	M2	certain
परीक्षा	F2	certain
परीक्षाकाल	F3	certain
परीक्षानिरीक्षक	M2	certain
परीक्षाभवन	M2	certain
परीक्षार्थी	M3	certain
परीक्षाशुल्क	F3	certain
परीभाव	F3	certain
परुषवचन	M2	certain
परेड	F3	certain
परेता	M1	heuristic
परेवा	M1	heuristic
परेशानी	F1	certain
परोक्षकर	F3	certain
परोक्षव्र्‍त्ति	F4	certain
परोपकार	F3	certain
परोपकारिता	M1	heuristic
परोपकारी	M3	certain
परोपदेश	M2	certain
परौंठा	M1	heuristic
पर्चा	M1	certain
पर्जन्य	F3	certain
पर्ण	M2	certain
पर्णकुटिका	M1	heuristic
पर्णकुटी	F1	certain
पर्णचीर	M2	certain
पर्णनर	M2	certain
पर्णमणि	M3	certain
पर्णम्र्‍ग	M2	certain
पर्णशय्या	F2	certain
पर्णी	F1	heuristic
पर्दा	M1	certain
पर्पटी	F1	heuristic
पर्मिलन	F3	certain
पर्यटक	M2	certain
पर्यटन	F3	certain
पर्यटनप्रियता	M1	heuristic
पर्यवेक्षक	M2	certain
पर्यवेक्षिका	M1	heuristic
पर्याप्तता	M1	heuristic
पर्याप्ति	F4	certain
पर्याय	F3	certain
पर्यायवाची	F1	heuristic
पर्यालोचन	F3	certain
पर्यालोचना	F2	certain
पर्यावरणवादी	F1	heuristic
पर्यावर्ण	F3	certain
पर्व	M2	certain
पर्वकाल	F3	certain
पर्वत	M2	certain
पर्वतजाल	F3	certain
पर्वतदुर्ग	F3	certain
पर्वतपति	M3	certain
पर्वतमाला	F2	certain
पर्वतराज	F3	certain
पर्वतवासिनी	F1	certain
पर्वतवासी	M3	certain
पर्वतात्मज	M2	certain
पर्वतात्मजा	F2	certain
पर्वतारोही_दल	F3	certain
पर्वतास्त्र	F3	certain
पर्वतेश्वर	F3	certain
पर्वतोद्भव	F3	certain
पर्वतोद्भूत	F3	certain
पर्वमूल	F3	certain
पल	M2	certain
पलंग	F3	certain
पलक	F3	certain
पलटन	F3	certain
पलटनिया	M1	heuristic
पलटा	M1	certain
पलड़ा	M1	certain
पलडा	M1	heuristic
पलथी	F1	certain
पलना	M1	heuristic
पलस्तर	F3	certain
पलाग्नि	F4	heuristic
पलायन	F3	certain
पलायनवाद	F3	certain
पलायनवादी	M3	certain
पलाश	F3	certain
पलिसी	F1	certain
पलीता	M1	certain
पलॅग	M2	certain
पलॅगपोश	M2	certain
पल्लव	F3	certain
पल्लवग्राहिता	F2	certain
पल्लवग्राहिपांडित्य	F3	certain
पल्ला	M1	certain
पल्लिका	F2	certain
पल्लेदार	F3	certain
पव	M2	certain
पवन	F3	certain
पवनकुमार	F3	certain
पवनचक्की	F1	certain
पवनचक्र	F3	certain
पवननंदन	F3	certain
पवनपति	M3	certain
पवनपुत्र	F3	certain
पवनव्याधि	F4	certain
पवनसंघात	F3	certain
पवना	M1	heuristic
पवनात्मज	F3	certain
पवनास्त्र	F3	certain
पवनी	F1	heuristic
पवमान	F3	certain
पवर्ग	F3	certain
पवाडा	M1	heuristic
पवि	F4	heuristic
पवित्र	F3	certain
पवित्रता	M1	certain
पवित्री	F1	certain
पवित्रीकरण	F3	certain
पवेलियन	F3	certain
पशमीना	M1	certain
पशु	M4	certain
पशुचर्या	F2	certain
पशुचिकित्सा	F2	certain
पशुचिकित्सालय	M2	certain
पशुता	F2	certain
पशुधन	F3	certain
पशुपति	M3	certain
पशुपालक	M2	certain
पशुपालन	F3	certain
पशुवाटिका	M1	heuristic
पशुशाला	F2	certain
पश्चात्ताप	F3	certain
पश्चिम	F3	certain
पश्चिमाचल	F3	certain
पश्यंती	F1	certain
पसंगा	M1	heuristic
पसंघा	M1	heuristic
पसंद	F3	certain
पसंदगी	F1	heuristic
पसंदीदगी	F1	heuristic
पसनी	F1	heuristic
पसरट्टा	M1	heuristic
पसरहट्टा	M1	heuristic
पसली	F1	certain
पसा	M1	certain
पसीना	M1	certain
पसेरी	F1	certain
पहचान	F3	certain
पहनावा	M1	certain
पहर	M2	certain
पहरा	M1	certain
पहरावा	M1	certain
पहरेदार	M2	certain
पहरेदारी	F1	certain
पहल	F3	certain
पहलकदमी	F1	certain
पहलवान	M2	certain
पहलवानी	F1	certain
पहलू	M4	certain
पहलौंठा	M1	heuristic
पहलौंठी	F1	heuristic
