surface	gold_lemma	gold_asp	gold_ten	gold_mood	gold_gen	gold_num	gold_per	vtype	confidence	cpos	failure_type	n_predicted	pred_lemmas	file	line_no
कर	कर					S		unknown	none	VM	no_analysis	0		fullnews_id_2486929_date_29_5_2004.dat	176
चल	चल				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2486929_date_29_5_2004.dat	183
फेंक	फेंक					S		unknown	none	VM	no_analysis	0		fullnews_id_2486929_date_29_5_2004.dat	193
देख	देख							unknown	none	VM	no_analysis	0		fullnews_id_2486929_date_29_5_2004.dat	197
खींच	खींच					S		unknown	none	VM	no_analysis	0		fullnews_id_2486929_date_29_5_2004.dat	200
रुक	रुक					S		unknown	none	VM	no_analysis	0		fullnews_id_2486929_date_29_5_2004.dat	205
छोड़	छोड							unknown	none	VM	no_analysis	0		fullnews_id_2486929_date_29_5_2004.dat	213
भाग	भाग					P		unknown	none	VM	no_analysis	0		fullnews_id_2486929_date_29_5_2004.dat	215
चढ़ाया	चढा				M	S		participle	low	VM	wrong_lemma	2	चढ़ा|चढ़ाय	fullnews_id_2486929_date_29_5_2004.dat	222
पहुंच	पहुंच					S		unknown	none	VM	no_analysis	0		fullnews_id_2486929_date_29_5_2004.dat	240
थे	था				M	P		unknown	none	VM	no_analysis	0		fullnews_id_2486929_date_29_5_2004.dat	252
भरकर	भर							unknown	none	VM	no_analysis	0		fullnews_id_2486929_date_29_5_2004.dat	257
ले	ले				M	P		unknown	none	VM	no_analysis	0		fullnews_id_2486929_date_29_5_2004.dat	258
कर	कर				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2486929_date_29_5_2004.dat	263
भेजी	भेज				F	P		participle	low	VM	wrong_features	1	भेज	fullnews_id_2486929_date_29_5_2004.dat	273
पहुंच	पहुंच					P		unknown	none	VM	no_analysis	0		fullnews_id_2486929_date_29_5_2004.dat	284
जाकर	जा							unknown	none	VM	no_analysis	0		fullnews_id_2486929_date_29_5_2004.dat	289
आया	आ				M	S		participle	low	VM	wrong_lemma	1	आय	fullnews_id_2486929_date_29_5_2004.dat	302
लेकर	ले							unknown	none	VM	no_analysis	0		fullnews_id_2486930_date_29_5_2004.dat	5
उठा	उठा					P		participle	low	VM	wrong_lemma	1	उठ	fullnews_id_2486930_date_29_5_2004.dat	14
हो	हो					S		unknown	none	VM	no_analysis	0		fullnews_id_2486930_date_29_5_2004.dat	28
चल	चल				M	P		unknown	none	VM	no_analysis	0		fullnews_id_2486930_date_29_5_2004.dat	48
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2486930_date_29_5_2004.dat	53
बढ़ता	बढ				M	S		participle	low	VM	wrong_lemma	2	बढ़|बढ़त	fullnews_id_2486930_date_29_5_2004.dat	56
बनी	बन				F	P		participle	low	VM	wrong_features	1	बन	fullnews_id_2486930_date_29_5_2004.dat	64
हुआ	हो				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2486930_date_29_5_2004.dat	68
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2486930_date_29_5_2004.dat	93
होगा	हो				M	S		participle	low	VM	wrong_lemma	1	होग	fullnews_id_2486930_date_29_5_2004.dat	106
लेकर	ले							unknown	none	VM	no_analysis	0		fullnews_id_2486930_date_29_5_2004.dat	112
हों	हो							unknown	none	VM	no_analysis	0		fullnews_id_2486930_date_29_5_2004.dat	117
आएंगे	आ				M	P		participle	low	VM	wrong_lemma	1	आएंग	fullnews_id_2486930_date_29_5_2004.dat	122
हो	हो					S		unknown	none	VM	no_analysis	0		fullnews_id_2486930_date_29_5_2004.dat	141
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2486930_date_29_5_2004.dat	147
लेकर	ले							unknown	none	VM	no_analysis	0		fullnews_id_2486930_date_29_5_2004.dat	160
कराई	करा				F	P		participle	low	VM	wrong_features	1	करा	fullnews_id_2486930_date_29_5_2004.dat	165
कर	कर				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2486931_date_29_5_2004.dat	78
कर	कर							unknown	none	VM	no_analysis	0		fullnews_id_2486935_date_29_5_2004.dat	16
चल	चल							unknown	none	VM	no_analysis	0		fullnews_id_2486935_date_29_5_2004.dat	40
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2486937_date_29_5_2004.dat	32
हुई	हो				F	S		participle	low	VM	wrong_lemma	1	हु	fullnews_id_2486937_date_29_5_2004.dat	44
कर	कर							unknown	none	VM	no_analysis	0		fullnews_id_2486937_date_29_5_2004.dat	53
आकर	आ							unknown	none	VM	no_analysis	0		fullnews_id_2486937_date_29_5_2004.dat	56
दिए	दे					S		irregular	high	VM	wrong_features	2	दे|दि	fullnews_id_2486937_date_29_5_2004.dat	70
हैं	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2486937_date_29_5_2004.dat	72
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2486937_date_29_5_2004.dat	77
ले	ले				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2486937_date_29_5_2004.dat	83
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2486937_date_29_5_2004.dat	93
बिगड़नी	बिगड				F	S		participle	low	VM	wrong_lemma	2	बिगड़|बिगड़न	fullnews_id_2486937_date_29_5_2004.dat	140
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2486937_date_29_5_2004.dat	142
सोचकर	सोच							unknown	none	VM	no_analysis	0		fullnews_id_2486937_date_29_5_2004.dat	146
मनाने	मना					P		participle	low	VM	wrong_features	2	मना|मनान	fullnews_id_2486937_date_29_5_2004.dat	149
कर	कर				F	P		unknown	none	VM	no_analysis	0		fullnews_id_2486937_date_29_5_2004.dat	152
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2486937_date_29_5_2004.dat	164
हैं	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2486937_date_29_5_2004.dat	171
आती	आ				F	P		participle	low	VM	wrong_lemma	1	आत	fullnews_id_2486937_date_29_5_2004.dat	186
हुई	हो				F	P		participle	low	VM	wrong_lemma	1	हु	fullnews_id_2486937_date_29_5_2004.dat	192
कर	कर				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2486937_date_29_5_2004.dat	198
तलाश	तलाश				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2486937_date_29_5_2004.dat	205
कर	कर				M	P		unknown	none	VM	no_analysis	0		fullnews_id_2486978_date_30_5_2004.dat	8
पहुंचे	पहुंच				M	S		participle	low	VM	wrong_features	1	पहुंच	fullnews_id_2486978_date_30_5_2004.dat	15
कह	कह				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2486978_date_30_5_2004.dat	22
हैं	है					P		unknown	none	VM	no_analysis	0		fullnews_id_2486978_date_30_5_2004.dat	29
लौट	लौट					S		unknown	none	VM	no_analysis	0		fullnews_id_2486978_date_30_5_2004.dat	45
आए	आ				M	P		unknown	none	VM	no_analysis	0		fullnews_id_2486978_date_30_5_2004.dat	53
लेकर	ले							unknown	none	VM	no_analysis	0		fullnews_id_2486978_date_30_5_2004.dat	69
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2486978_date_30_5_2004.dat	74
हैं	है					P		unknown	none	VM	no_analysis	0		fullnews_id_2486978_date_30_5_2004.dat	84
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2486978_date_30_5_2004.dat	110
हुए	हो				M	S		participle	low	VM	wrong_lemma	2	हू|हु	fullnews_id_2486978_date_30_5_2004.dat	114
होगी	हो				F	S		participle	low	VM	wrong_lemma	1	होग	fullnews_id_2486978_date_30_5_2004.dat	126
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2486978_date_30_5_2004.dat	146
आने	आ					S		participle	low	VM	wrong_lemma	1	आन	fullnews_id_2486978_date_30_5_2004.dat	148
हो	हो					S		unknown	none	VM	no_analysis	0		fullnews_id_2486978_date_30_5_2004.dat	154
कर	कर					S		unknown	none	VM	no_analysis	0		fullnews_id_2486978_date_30_5_2004.dat	160
कर	कर					S		unknown	none	VM	no_analysis	0		fullnews_id_2486978_date_30_5_2004.dat	209
कर	कर							unknown	none	VM	no_analysis	0		fullnews_id_2487017_date_30_5_2004.dat	11
भेज	भेज				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2487017_date_30_5_2004.dat	17
लाने	ला					P		participle	low	VM	wrong_features	2	ला|लान	fullnews_id_2487017_date_30_5_2004.dat	33
फंसाने	फँसा					S		participle	low	VM	wrong_lemma	2	फंसा|फंसान	fullnews_id_2487017_date_30_5_2004.dat	55
रच	रच				M	P		unknown	none	VM	no_analysis	0		fullnews_id_2487017_date_30_5_2004.dat	57
हैं	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2487017_date_30_5_2004.dat	62
फंसाया	फँसा				M	S		participle	low	VM	wrong_lemma	2	फंसा|फंसाय	fullnews_id_2487017_date_30_5_2004.dat	67
आए	आ				M	P		unknown	none	VM	no_analysis	0		fullnews_id_2487017_date_30_5_2004.dat	93
होते	हो				M	S		participle	low	VM	wrong_features	2	हो|होत	fullnews_id_2487017_date_30_5_2004.dat	125
कर	कर					S		unknown	none	VM	no_analysis	0		fullnews_id_2487017_date_30_5_2004.dat	138
करते	कर				M	S		participle	low	VM	wrong_features	2	कर|करत	fullnews_id_2487017_date_30_5_2004.dat	145
करें	कर					P		finite	low	VM	wrong_features	1	कर	fullnews_id_2487017_date_30_5_2004.dat	161
होने	हो					P		participle	low	VM	wrong_features	2	हो|होन	fullnews_id_2487017_date_30_5_2004.dat	176
कर	कर				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2487017_date_30_5_2004.dat	206
कर	कर				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2489458-a_date_30_5_2004.dat	11
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2489458-a_date_30_5_2004.dat	16
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2489458-a_date_30_5_2004.dat	20
सौंप	सौंप				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2489458-a_date_30_5_2004.dat	25
हैं	है					P		unknown	none	VM	no_analysis	0		fullnews_id_2489458-a_date_30_5_2004.dat	36
फंसने	फँस							participle	low	VM	wrong_lemma	2	फंस|फंसन	fullnews_id_2489458-a_date_30_5_2004.dat	40
गंवाना	गँवा				M	S		participle	low	VM	wrong_lemma	2	गंवा|गंवान	fullnews_id_2489458-a_date_30_5_2004.dat	44
देखते	देख				M	S		participle	low	VM	wrong_features	2	देख|देखत	fullnews_id_2489463_date_30_5_2004.dat	36
करने	कर					P		participle	low	VM	wrong_features	2	कर|करन	fullnews_id_2489463_date_30_5_2004.dat	40
आई	आ				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2489463_date_30_5_2004.dat	57
हैं	है					P		unknown	none	VM	no_analysis	0		fullnews_id_2489463_date_30_5_2004.dat	68
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2489463_date_30_5_2004.dat	73
हैं	है					P		unknown	none	VM	no_analysis	0		fullnews_id_2489463_date_30_5_2004.dat	79
हैं	है					P		unknown	none	VM	no_analysis	0		fullnews_id_2489463_date_30_5_2004.dat	86
हैं	है					P		unknown	none	VM	no_analysis	0		fullnews_id_2489463_date_30_5_2004.dat	94
हैं	है					P		unknown	none	VM	no_analysis	0		fullnews_id_2489463_date_30_5_2004.dat	104
हो	हो				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2489463_date_30_5_2004.dat	109
कर	कर				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2489463_date_30_5_2004.dat	118
चल	चल				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2489463_date_30_5_2004.dat	129
चल	चल				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2489463_date_30_5_2004.dat	140
हो	हो				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2489463_date_30_5_2004.dat	146
किए	कर					S		irregular	high	VM	wrong_features	2	कर|कि	fullnews_id_2489463_date_30_5_2004.dat	152
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2489463_date_30_5_2004.dat	154
हैं	है					P		unknown	none	VM	no_analysis	0		fullnews_id_2489463_date_30_5_2004.dat	185
हैं	है					P		unknown	none	VM	no_analysis	0		fullnews_id_2489463_date_30_5_2004.dat	203
आने	आ					S		participle	low	VM	wrong_lemma	1	आन	fullnews_id_2489463_date_30_5_2004.dat	208
आएगा	आ				M	S		participle	low	VM	wrong_lemma	1	आएग	fullnews_id_2489463_date_30_5_2004.dat	212
कर	कर							unknown	none	VM	no_analysis	0		fullnews_id_2489464_date_30_5_2004.dat	3
हुआ	हो				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2489464_date_30_5_2004.dat	12
उबरकर	उबर							unknown	none	VM	no_analysis	0		fullnews_id_2489464_date_30_5_2004.dat	16
सजा	सजा					S		participle	low	VM	wrong_lemma	1	सज	fullnews_id_2489464_date_30_5_2004.dat	22
हुआ	हो				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2489464_date_30_5_2004.dat	56
निकलकर	निकल							unknown	none	VM	no_analysis	0		fullnews_id_2489464_date_30_5_2004.dat	83
रहने	रह					P		participle	low	VM	wrong_features	2	रह|रहन	fullnews_id_2489464_date_30_5_2004.dat	91
थी	था				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2489464_date_30_5_2004.dat	105
होकर	हो							unknown	none	VM	no_analysis	0		fullnews_id_2489464_date_30_5_2004.dat	113
हो	हो				M	P		unknown	none	VM	no_analysis	0		fullnews_id_2489464_date_30_5_2004.dat	123
छा	छा					S		unknown	none	VM	no_analysis	0		fullnews_id_2489464_date_30_5_2004.dat	128
सजने	सज				M	P		participle	low	VM	wrong_features	2	सज|सजन	fullnews_id_2489464_date_30_5_2004.dat	155
बैठने	बैठ					P		participle	low	VM	wrong_features	2	बैठ|बैठन	fullnews_id_2489464_date_30_5_2004.dat	161
थी	था				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2489464_date_30_5_2004.dat	165
खोल	खोल				M	P		unknown	none	VM	no_analysis	0		fullnews_id_2489464_date_30_5_2004.dat	176
समझें	समझ					P		finite	low	VM	wrong_features	1	समझ	fullnews_id_2489464_date_30_5_2004.dat	185
खुली	खुल				F	P		participle	low	VM	wrong_features	1	खुल	fullnews_id_2489464_date_30_5_2004.dat	201
हो	हो					S		unknown	none	VM	no_analysis	0		fullnews_id_2489464_date_30_5_2004.dat	212
लड़ने	लड							participle	low	VM	wrong_lemma	2	लड़|लड़न	fullnews_id_2489464_date_30_5_2004.dat	219
हुआ	हो				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2489464_date_30_5_2004.dat	228
घेर	घेर				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2489464_date_30_5_2004.dat	232
जगमगा	जगमगा				F	P		participle	low	VM	wrong_lemma	1	जगमग	fullnews_id_2489464_date_30_5_2004.dat	246
घूम	घूम				M	P		unknown	none	VM	no_analysis	0		fullnews_id_2489464_date_30_5_2004.dat	253
करने	कर					P		participle	low	VM	wrong_features	2	कर|करन	fullnews_id_2489464_date_30_5_2004.dat	259
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2489464_date_30_5_2004.dat	265
बैठकर	बैठ							unknown	none	VM	no_analysis	0		fullnews_id_2489464_date_30_5_2004.dat	268
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2489464_date_30_5_2004.dat	278
आ	आ				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2489464_date_30_5_2004.dat	283
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2489464_date_30_5_2004.dat	300
NULL	null							unknown	none	VM	no_analysis	0		fullnews_id_2489464_date_30_5_2004.dat	309
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2489464_date_30_5_2004.dat	320
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2489464_date_30_5_2004.dat	327
होगा	हो				M	S		participle	low	VM	wrong_lemma	1	होग	fullnews_id_2489464_date_30_5_2004.dat	333
खुलेंगी	खुल				F	P		finite	medium	VM	wrong_features	2	खुल|खुलेंग	fullnews_id_2489464_date_30_5_2004.dat	336
मानते	मान				M	S		participle	low	VM	wrong_features	2	मान|मानत	fullnews_id_2489464_date_30_5_2004.dat	341
आना	आ					S		participle	low	VM	wrong_lemma	1	आन	fullnews_id_2489464_date_30_5_2004.dat	348
आए	आ					P		unknown	none	VM	no_analysis	0		fullnews_id_2489464_date_30_5_2004.dat	350
हुए	हो				M	S		participle	low	VM	wrong_lemma	2	हू|हु	fullnews_id_2489464_date_30_5_2004.dat	374
कर	कर				M	P		unknown	none	VM	no_analysis	0		fullnews_id_2489464_date_30_5_2004.dat	391
थी	था				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2489464_date_30_5_2004.dat	399
लड़ने	लड					P		participle	low	VM	wrong_lemma	2	लड़|लड़न	fullnews_id_2489465_date_30_5_2004.dat	4
सहला	सहला					S		participle	low	VM	wrong_lemma	1	सहल	fullnews_id_2489465_date_30_5_2004.dat	6
कर	कर					S		unknown	none	VM	no_analysis	0		fullnews_id_2489465_date_30_5_2004.dat	11
करते	कर					S		participle	low	VM	wrong_features	2	कर|करत	fullnews_id_2489465_date_30_5_2004.dat	30
था	था				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2489465_date_30_5_2004.dat	37
साधते	साध					S		participle	low	VM	wrong_features	2	साध|साधत	fullnews_id_2489465_date_30_5_2004.dat	45
लटक	लटक				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2489465_date_30_5_2004.dat	51
आए	आ				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2489465_date_30_5_2004.dat	63
था	था				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2489465_date_30_5_2004.dat	80
हो	हो				M	P		unknown	none	VM	no_analysis	0		fullnews_id_2489465_date_30_5_2004.dat	83
होगा	हो				M	S		participle	low	VM	wrong_lemma	1	होग	fullnews_id_2489465_date_30_5_2004.dat	91
तोड़	तोड					S		unknown	none	VM	no_analysis	0		fullnews_id_2489465_date_30_5_2004.dat	103
NULL	null							unknown	none	VM	no_analysis	0		fullnews_id_2489465_date_30_5_2004.dat	106
लेने	ले					P		participle	low	VM	wrong_features	2	ले|लेन	fullnews_id_2489465_date_30_5_2004.dat	124
जुड़े	जुड				M	P		participle	low	VM	wrong_lemma	1	जुड़	fullnews_id_2489465_date_30_5_2004.dat	152
पड़ने	पड							participle	low	VM	wrong_lemma	2	पड़|पड़न	fullnews_id_2489465_date_30_5_2004.dat	163
करेंगे	कर				M	S		finite	medium	VM	wrong_features	2	कर|करेंग	fullnews_id_2489465_date_30_5_2004.dat	167
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2489465_date_30_5_2004.dat	178
छोड़	छोड					S		unknown	none	VM	no_analysis	0		fullnews_id_2489465_date_30_5_2004.dat	185
बोलते	बोल					S		participle	low	VM	wrong_features	2	बोल|बोलत	fullnews_id_2489465_date_30_5_2004.dat	190
हुआ	हो				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2489465_date_30_5_2004.dat	196
हुआ	हो				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2489465_date_30_5_2004.dat	200
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2489465_date_30_5_2004.dat	203
हो	हो				M	P		unknown	none	VM	no_analysis	0		fullnews_id_2489465_date_30_5_2004.dat	226
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2489465_date_30_5_2004.dat	233
देकर	दे							unknown	none	VM	no_analysis	0		fullnews_id_2489465_date_30_5_2004.dat	261
हैं	है					P		unknown	none	VM	no_analysis	0		fullnews_id_2489465_date_30_5_2004.dat	266
कहते	कह				M	S		participle	low	VM	wrong_features	2	कह|कहत	fullnews_id_2489465_date_30_5_2004.dat	275
बैठ	बैठ				M			unknown	none	VM	no_analysis	0		fullnews_id_2489465_date_30_5_2004.dat	279
कहें	कह					P		finite	low	VM	wrong_features	1	कह	fullnews_id_2489465_date_30_5_2004.dat	283
हो	हो							unknown	none	VM	no_analysis	0		fullnews_id_2489465_date_30_5_2004.dat	286
उड़ाया	उडा				M	S		participle	low	VM	wrong_lemma	2	उड़ा|उड़ाय	fullnews_id_2489465_date_30_5_2004.dat	303
नकार	नकार				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2489465_date_30_5_2004.dat	308
हो	हो					P		unknown	none	VM	no_analysis	0		fullnews_id_2489465_date_30_5_2004.dat	314
हैं	है					P		unknown	none	VM	no_analysis	0		fullnews_id_2489465_date_30_5_2004.dat	319
लेकर	ले							unknown	none	VM	no_analysis	0		fullnews_id_2489465_date_30_5_2004.dat	326
डोल	डोल				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2489465_date_30_5_2004.dat	329
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2489465_date_30_5_2004.dat	334
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2489466_date_30_5_2004.dat	6
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2489466_date_30_5_2004.dat	11
चाहते	चाह				M	S		participle	low	VM	wrong_features	2	चाह|चाहत	fullnews_id_2489466_date_30_5_2004.dat	21
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2489466_date_30_5_2004.dat	26
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2489466_date_30_5_2004.dat	64
बनवाया	बन				M	S		participle	low	VM	wrong_lemma	2	बनवा|बनवाय	fullnews_id_2489466_date_30_5_2004.dat	83
कर	कर				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2489466_date_30_5_2004.dat	91
कर	कर					S		unknown	none	VM	no_analysis	0		fullnews_id_2489466_date_30_5_2004.dat	115
हुई	हो				F	S		participle	low	VM	wrong_lemma	1	हु	fullnews_id_2489467_date_30_5_2004.dat	19
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2489467_date_30_5_2004.dat	25
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2489467_date_30_5_2004.dat	31
हैं	है					P		unknown	none	VM	no_analysis	0		fullnews_id_2489467_date_30_5_2004.dat	59
कर	कर					S		unknown	none	VM	no_analysis	0		fullnews_id_2489467_date_30_5_2004.dat	119
हो	हो							unknown	none	VM	no_analysis	0		fullnews_id_2489467_date_30_5_2004.dat	124
दिए	दे					S		irregular	high	VM	wrong_features	2	दे|दि	fullnews_id_2489467_date_30_5_2004.dat	131
बोल	बोल				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2489467_date_30_5_2004.dat	148
लेकर	ले					S		unknown	none	VM	no_analysis	0		fullnews_id_2489467_date_30_5_2004.dat	155
NULL	null							unknown	none	VM	no_analysis	0		fullnews_id_2489467_date_30_5_2004.dat	167
कर	कर				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2489467_date_30_5_2004.dat	171
पहचान	पहचान					P		unknown	none	VM	no_analysis	0		fullnews_id_2489467_date_30_5_2004.dat	181
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2489467_date_30_5_2004.dat	187
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2489467_date_30_5_2004.dat	230
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2489467_date_30_5_2004.dat	253
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2489467_date_30_5_2004.dat	264
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2489467_date_30_5_2004.dat	285
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2489467_date_30_5_2004.dat	292
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2489467_date_30_5_2004.dat	296
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2489467_date_30_5_2004.dat	300
बना	बन				F	S		participle	low	VM	wrong_features	1	बन	fullnews_id_2489470_date_30_5_2004.dat	8
हराकर	हरा							unknown	none	VM	no_analysis	0		fullnews_id_2489470_date_30_5_2004.dat	31
पहुंच	पहुंच				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2489470_date_30_5_2004.dat	33
हरा	हरा							participle	low	VM	wrong_lemma	1	हर	fullnews_id_2489470_date_30_5_2004.dat	56
जीत	जीत				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2489470_date_30_5_2004.dat	66
NULL	null							unknown	none	VM	no_analysis	0		fullnews_id_2489470_date_30_5_2004.dat	73
रौंद	रौंद					S		unknown	none	VM	no_analysis	0		fullnews_id_2489470_date_30_5_2004.dat	98
छोड़	छोड							unknown	none	VM	no_analysis	0		fullnews_id_2489470_date_30_5_2004.dat	103
खेल	खेल				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2489470_date_30_5_2004.dat	128
कर	कर							unknown	none	VM	no_analysis	0		fullnews_id_2489470_date_30_5_2004.dat	147
कर	कर					S		unknown	none	VM	no_analysis	0		fullnews_id_2489470_date_30_5_2004.dat	150
जुड़	जुड					S		unknown	none	VM	no_analysis	0		fullnews_id_2489471_date_30_5_2004.dat	9
कर	कर					P		unknown	none	VM	no_analysis	0		fullnews_id_2489471_date_30_5_2004.dat	20
छोड़ने	छोड					S		participle	low	VM	wrong_lemma	2	छोड़|छोड़न	fullnews_id_2489471_date_30_5_2004.dat	23
मिलकर	मिल							unknown	none	VM	no_analysis	0		fullnews_id_2489471_date_30_5_2004.dat	30
लड़ने	लड					S		participle	low	VM	wrong_lemma	2	लड़|लड़न	fullnews_id_2489471_date_30_5_2004.dat	31
मिलकर	मिल							unknown	none	VM	no_analysis	0		fullnews_id_2489471_date_30_5_2004.dat	35
कर	कर					P		unknown	none	VM	no_analysis	0		fullnews_id_2489471_date_30_5_2004.dat	52
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2489471_date_30_5_2004.dat	70
हुई	हो				F	S		participle	low	VM	wrong_lemma	1	हु	fullnews_id_2489471_date_30_5_2004.dat	102
पढ़ते	पढ					S		participle	low	VM	wrong_lemma	2	पढ़|पढ़त	fullnews_id_2489471_date_30_5_2004.dat	107
कर	कर				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2489471_date_30_5_2004.dat	120
जुड़े	जुड					P		participle	low	VM	wrong_lemma	1	जुड़	fullnews_id_2489471_date_30_5_2004.dat	160
हैं	है					P		unknown	none	VM	no_analysis	0		fullnews_id_2489471_date_30_5_2004.dat	162
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2489471_date_30_5_2004.dat	167
करेंगी	कर				F	P		finite	medium	VM	wrong_features	2	कर|करेंग	fullnews_id_2489471_date_30_5_2004.dat	187
बढ़ाया	बढा				M	S		participle	low	VM	wrong_lemma	2	बढ़ा|बढ़ाय	fullnews_id_2489471_date_30_5_2004.dat	198
कर	कर							unknown	none	VM	no_analysis	0		fullnews_id_2489471_date_30_5_2004.dat	209
कर	कर					P		unknown	none	VM	no_analysis	0		fullnews_id_2489471_date_30_5_2004.dat	219
करने	कर					P		participle	low	VM	wrong_features	2	कर|करन	fullnews_id_2489471_date_30_5_2004.dat	230
हो	हो				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2489471_date_30_5_2004.dat	236
हैं	है					P		unknown	none	VM	no_analysis	0		fullnews_id_2489471_date_30_5_2004.dat	253
करके	कर							participle	low	VM	wrong_lemma	1	करक	fullnews_id_2489471_date_30_5_2004.dat	272
NULL	null							unknown	none	VM	no_analysis	0		fullnews_id_2489472-a_date_30_5_2004.dat	9
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2489472-a_date_30_5_2004.dat	14
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2489472-a_date_30_5_2004.dat	28
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2489472-a_date_30_5_2004.dat	35
कर	कर				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2489472-a_date_30_5_2004.dat	46
खेल	खेल				M	P		unknown	none	VM	no_analysis	0		fullnews_id_2489472-a_date_30_5_2004.dat	53
